종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA,시장
대동,14200,640,4.72%,1000,843948,3600,883,13.87,2.59,KOSPI
대원제약,16240,430,-2.58%,500,458524,3567,430,13.64,6.94,KOSPI
KISCO홀딩스,21900,100,0.46%,1000,28052,3543,1979,3.66,7.24,KOSPI
현대퓨처넷,3210,20,-0.62%,500,89014,3538,95,291.82,-0.29,KOSPI
한일홀딩스,11450,40,-0.35%,1000,7101,3530,1325,3.3,3.96,KOSPI
풍산홀딩스,35300,700,2.02%,5000,18005,3529,802,6.22,6.67,KOSPI
백광산업,7790,0,0.00%,500,0,3499,279,25.37,5.69,KOSPI
아세아,163700,600,0.37%,5000,1476,3497,2326,3.82,5.19,KOSPI
효성화학,91900,1900,2.11%,5000,4202,3485,-3367,-0.75,-13.24,KOSPI
남양유업,481000,7000,1.48%,5000,787,3463,-868,-6.54,-8.53,KOSPI
에어부산,2940,5,0.17%,1000,178432,3429,-813,2.71,-13.44,KOSPI
HJ중공업,4100,0,0.00%,5000,70525,3414,66,-2.97,-2.03,KOSPI
대원강업,5480,110,2.05%,500,210995,3398,221,7.19,2.33,KOSPI
이아이디,1392,0,0.00%,200,0,3393,-128,-3.07,-18.33,KOSPI
BGF,3535,5,0.14%,1000,42387,3384,612,6.07,1.34,KOSPI
HL홀딩스,33200,50,0.15%,5000,7722,3376,858,24.25,0.11,KOSPI
신도리코,33300,200,-0.60%,5000,1658,3357,-22,10.62,4.37,KOSPI
STX,14120,280,-1.94%,2500,1396244,3340,-20,-11.9,-2.63,KOSPI
LS네트웍스,4210,40,-0.94%,5000,1030008,3318,80,79.43,-0.18,KOSPI
조광피혁,49800,200,-0.40%,5000,585,3311,5,31.68,1.37,KOSPI
DB,1637,6,-0.37%,500,197897,3293,236,14.36,1.12,KOSPI
이리츠코크렙,5100,10,0.20%,500,22889,3230,168,37.5,1.24,KOSPI
한진,21400,350,-1.61%,5000,68979,3199,1145,15.76,1.3,KOSPI
포스코스틸리온,53100,700,1.34%,5000,36432,3186,382,46.91,4.02,KOSPI
대한제강,13590,30,0.22%,1000,20340,3182,2154,3.69,11.22,KOSPI
지누스,16800,430,-2.50%,500,84160,3175,656,49.85,2.75,KOSPI
한국쉘석유,243500,500,-0.20%,5000,1797,3166,351,8.9,15.81,KOSPI
서흥,27300,50,-0.18%,500,4716,3158,620,44.68,4.68,KOSPI
한국토지신탁,1229,0,0.00%,1000,158772,3103,533,-12.54,1.41,KOSPI
사조대림,33800,1050,3.21%,5000,148603,3098,977,3.37,6.41,KOSPI
한일현대시멘트,16000,10,-0.06%,5000,2157,3092,352,9.28,5.73,KOSPI
서울가스,61100,0,0.00%,5000,6950,3055,33,15.56,1.01,KOSPI
농심홀딩스,65800,100,-0.15%,5000,8149,3052,528,5.63,2.52,KOSPI
웅진씽크빅,2625,25,-0.94%,500,266660,3032,276,-35.47,0.4,KOSPI
DL건설,13440,250,1.90%,5000,12088,2964,811,5.93,3.24,KOSPI
이수화학,13000,10,-0.08%,5000,85449,2954,360,-39.63,2.23,KOSPI
동국홀딩스,9280,140,-1.49%,5000,29703,2951,7435,-1.22,6.66,KOSPI
SK증권,620,3,-0.48%,500,656884,2930,179,15.9,0.15,KOSPI
콘텐트리중앙,15120,150,1.00%,5000,104383,2912,-716,-3.8,-3.3,KOSPI
스카이라이프,6080,20,-0.33%,2500,57910,2908,632,27.89,1.75,KOSPI
알루코,3010,0,0.00%,500,543246,2902,346,16.45,1.97,KOSPI
STX중공업,10150,80,-0.78%,2500,108017,2898,113,35.12,3.34,KOSPI
일양약품,15160,180,1.20%,2500,32907,2893,404,49.7,6.4,KOSPI
KEC,1441,19,1.34%,500,2703453,2893,180,-14.7,5.56,KOSPI
일성신약,21700,150,0.70%,1000,3897,2886,13,14.23,24.31,KOSPI
코오롱플라스틱,7570,90,1.20%,1000,50015,2877,460,9,9.44,KOSPI
에이프로젠,1080,69,6.82%,500,17840694,2860,-1193,-2.83,-21.55,KOSPI
YG PLUS,4505,65,-1.42%,500,172404,2857,103,11.7,7.19,KOSPI
신성통상,1978,12,-0.60%,500,299854,2843,1441,4.27,7.95,KOSPI
모토닉,8600,30,-0.35%,500,6599,2838,138,11.94,4.71,KOSPI
휴스틸,5040,40,0.80%,1000,196680,2832,2892,1.33,21.05,KOSPI
이연제약,15180,270,-1.75%,500,11826,2821,96,33.29,1.54,KOSPI
종근당홀딩스,55800,300,0.54%,2500,3948,2796,-329,7.43,-1.65,KOSPI
SNT홀딩스,17100,50,0.29%,500,13113,2788,1447,4.33,4.69,KOSPI
대한제당,3100,10,0.32%,500,200388,2781,381,8.91,2.12,KOSPI
지역난방공사,23900,100,0.42%,5000,5154,2767,-4039,-2.1,-2.63,KOSPI
티와이홀딩스,5480,170,-3.01%,500,72767,2764,224,5.86,4.3,KOSPI
한국철강,6510,20,-0.31%,1000,18615,2763,1215,2.99,8.64,KOSPI
이엔플러스,4065,10,-0.25%,500,476561,2763,-132,-2.26,-32.5,KOSPI
수산인더스트리,19300,120,0.63%,200,15736,2757,506,6.1,8.59,KOSPI
조일알미늄,2170,15,0.70%,500,511960,2748,158,-58.65,4.98,KOSPI
현대차증권,8650,10,-0.12%,5000,8712,2743,1146,5.26,0.92,KOSPI
아이마켓코리아,8180,10,0.12%,500,24004,2734,563,23.3,2.48,KOSPI
HD현대에너지솔루션,24350,50,-0.20%,5000,27042,2727,902,7.04,9.63,KOSPI
잇츠한불,12430,120,-0.96%,500,11547,2726,48,-42.57,0.68,KOSPI
도화엔지니어링,8070,20,0.25%,500,46678,2721,119,-474.71,0.31,KOSPI
동화약품,9690,40,-0.41%,1000,29839,2707,299,9.28,4.75,KOSPI
남선알미늄,2090,0,0.00%,500,340216,2698,-25,33.17,7.38,KOSPI
환인제약,14480,80,-0.55%,500,5841,2693,298,9.8,6.57,KOSPI
제주은행,8380,30,-0.36%,5000,143938,2692,270,12.64,0.32,KOSPI
다올투자증권,4410,15,-0.34%,5000,238907,2686,1070,17.71,0.66,KOSPI
LG헬로비전,3450,25,-0.72%,2500,74249,2672,538,-9.75,-1.79,KOSPI
락앤락,6140,210,3.54%,500,81134,2660,23,-6.5,-2,KOSPI
STX엔진,11520,230,-1.96%,2500,38170,2651,-88,-18.23,-3.16,KOSPI
BYC,418500,1500,0.36%,5000,34,2614,253,17.09,5.22,KOSPI
한국콜마홀딩스,7080,20,-0.28%,500,516561,2603,330,786.67,1.05,KOSPI
JW홀딩스,3510,5,0.14%,500,43385,2545,1033,18.97,4.18,KOSPI
세진중공업,4450,10,-0.22%,500,60468,2530,249,16.01,2.38,KOSPI
케이씨,18570,220,1.20%,500,30220,2517,1012,3.37,12.07,KOSPI
대상홀딩스,6940,110,1.61%,1000,112439,2513,1438,26.69,2.04,KOSPI
현대코퍼레이션,18850,210,-1.10%,5000,19679,2494,668,4.76,4.45,KOSPI
한국무브넥스,8170,50,-0.61%,1000,863465,2488,370,5.69,4.76,KOSPI
한솔제지,10440,60,0.58%,5000,20055,2485,1302,66.08,3.6,KOSPI
제일약품,16860,680,-3.88%,500,125852,2479,-135,68.26,-3.4,KOSPI
한미글로벌,22600,150,0.67%,500,75847,2476,307,10.94,8.18,KOSPI
동양,1031,16,-1.53%,500,354453,2461,79,9.73,1,KOSPI
롯데하이마트,10350,110,-1.05%,5000,14335,2443,-520,-1.79,-19.52,KOSPI
하나제약,13720,80,-0.58%,500,10695,2438,312,10.28,7.49,KOSPI
진원생명과학,3090,90,-2.83%,1000,480076,2425,-401,-4.57,-16.11,KOSPI
SIMPAC,3690,5,0.14%,500,20320,2414,1189,56.77,8.15,KOSPI
한전산업,7350,10,-0.14%,500,120898,2396,187,13.22,10.14,KOSPI
광주신세계,30100,850,-2.75%,1000,41085,2395,656,4.53,6.45,KOSPI
AK홀딩스,17950,40,-0.22%,5000,2857,2378,-218,37.95,-2.49,KOSPI
TYM,5210,20,-0.38%,2500,87418,2347,1220,5.58,13.18,KOSPI
삼영무역,12660,10,0.08%,500,4618,2338,194,3.99,9.59,KOSPI
경방,8520,20,0.24%,500,440,2336,319,-23.41,0.35,KOSPI
코오롱글로벌,12270,100,0.82%,5000,33987,2323,1667,6.25,5.25,KOSPI
부국증권,22100,250,-1.12%,5000,1688,2292,605,5.32,2.7,KOSPI
제이에스코퍼레이션,17140,570,-3.22%,100,45935,2286,815,4.67,11.89,KOSPI
신대양제지,5660,40,0.71%,500,31427,2281,509,4.61,5.93,KOSPI
이지스밸류리츠,4410,0,0.00%,1000,27127,2269,323,2.25,7.89,KOSPI
넥센,4220,15,0.36%,500,5144,2260,-225,7.42,0.04,KOSPI
현대비앤지스틸,14910,210,-1.39%,5000,114201,2248,335,-7.41,3.2,KOSPI
세방,11500,100,-0.86%,500,64742,2220,451,2.53,8.36,KOSPI
KPX홀딩스,52300,600,1.16%,5000,860,2209,555,6.29,2.06,KOSPI
코오롱,17460,20,0.11%,5000,5707,2205,3110,12.74,3.95,KOSPI
한국제지,1152,1,0.09%,1000,16395,2191,35,-1.54,1.14,KOSPI
경보제약,9150,280,-2.97%,500,810904,2187,14,92.42,0.26,KOSPI
대성에너지,7950,30,0.38%,1000,141224,2186,9,-118.66,-0.1,KOSPI
대한제분,129000,1700,1.34%,5000,666,2180,433,3.95,3.13,KOSPI
동성케미컬,4385,5,0.11%,1000,48900,2179,554,4.72,5.45,KOSPI
대교,2570,70,-2.65%,500,32180,2177,-500,-2.01,-18.4,KOSPI
경농,11150,50,-0.45%,500,225783,2177,410,7.91,7.38,KOSPI
성신양회,8870,180,2.07%,5000,1110929,2175,18,44.57,-2.29,KOSPI
대덕,6390,10,0.16%,500,32608,2166,1969,-17.18,7.36,KOSPI
KPX케미칼,44700,200,0.45%,5000,2422,2163,465,4.31,3.81,KOSPI
에이프로젠바이오로직스,320,2,-0.62%,500,5993837,2130,-54,-7.8,0.87,KOSPI
일신방직,9110,20,-0.22%,500,32003,2121,-160,2.14,10.32,KOSPI
GS글로벌,2555,0,0.00%,2500,1207110,2109,705,3.83,4.76,KOSPI
한솔테크닉스,6550,30,-0.46%,5000,44760,2103,551,4.04,3.51,KOSPI
예스코홀딩스,34950,0,0.00%,5000,4206,2097,3,6.55,-0.17,KOSPI
에스엠벡셀,1879,1,-0.05%,500,50620,2090,34,14.02,9.34,KOSPI
하이트진로홀딩스,8970,0,0.00%,5000,3879,2082,2025,-17.59,1.76,KOSPI
백산,9140,70,0.77%,500,94106,2056,503,6.02,13.42,KOSPI
신한서부티엔디리츠,3630,40,-1.09%,1000,23892,2031,83,45.38,0.78,KOSPI
금호건설,5460,10,0.18%,5000,19124,2018,559,65,1.21,KOSPI
자이에스앤디,5190,10,-0.19%,1000,26061,2013,1989,4.44,12.17,KOSPI
디아이씨,5160,20,-0.39%,500,222935,2007,313,9.43,0.74,KOSPI
노루페인트,9980,80,-0.80%,500,111450,1996,261,9.4,1.73,KOSPI
JW생명과학,12600,80,-0.63%,2500,10364,1995,271,8.89,6.33,KOSPI
벽산,2910,60,-2.02%,500,339065,1995,188,6.54,2.11,KOSPI
디앤디플랫폼리츠,3095,10,0.32%,1000,36840,1993,111,22.76,0.97,KOSPI
태경산업,6800,50,0.74%,500,89834,1988,549,12.5,6.19,KOSPI
서연,8430,140,1.69%,500,128059,1979,1886,2.11,4.44,KOSPI
무림P&P,3165,10,0.32%,2500,18629,1974,683,20.16,2.95,KOSPI
NPC,5370,20,0.37%,500,63834,1972,235,6.12,5.49,KOSPI
사조산업,39400,350,-0.88%,5000,4101,1970,552,4.91,7.03,KOSPI
화승인더,3560,35,-0.97%,500,25251,1969,733,-3.97,0.01,KOSPI
HDC랩스,7570,100,1.34%,500,8134,1965,123,15.08,3.13,KOSPI
한세예스24홀딩스,4895,35,-0.71%,500,28186,1958,1929,8.06,2.31,KOSPI
만호제강,47150,0,0.00%,1000,0,1957,-74,74.37,3.24,KOSPI
KIB플러그에너지,824,25,-2.94%,500,2954959,1952,129,23.54,6.29,KOSPI
제일파마홀딩스,12200,860,-6.58%,500,1269629,1949,-75,-3.16,-9.46,KOSPI
일진다이아,13720,10,0.07%,1000,6713,1949,33,-51.39,-0.62,KOSPI
동아지질,13770,150,1.10%,500,15539,1935,-306,-103.53,-6.31,KOSPI
코람코더원리츠,4785,0,0.00%,500,25706,1933,43,81.1,0.46,KOSPI
흥국화재,3000,10,0.33%,5000,58312,1927,1860,0.81,1.06,KOSPI
KSS해운,8320,70,-0.83%,500,33232,1921,695,18.91,2.93,KOSPI
에이블씨엔씨,7360,120,-1.60%,500,194832,1915,100,43.55,0.55,KOSPI
일진홀딩스,3855,0,0.00%,1000,61535,1902,449,9.38,1.79,KOSPI
교촌에프앤비,7590,40,0.53%,500,13601,1896,88,22,1.77,KOSPI
미원홀딩스,81100,0,0.00%,500,283,1882,228,64.37,5.83,KOSPI
AJ네트웍스,4155,5,-0.12%,1000,60089,1880,754,-11.84,0.62,KOSPI
CR홀딩스,6620,40,0.61%,500,135736,1863,226,28.53,3.34,KOSPI
태경비케이,6740,10,0.15%,500,102630,1859,319,7.12,8.31,KOSPI
이월드,1305,5,0.38%,1000,49939,1851,146,118.64,1.3,KOSPI
키다리스튜디오,4980,70,-1.39%,500,373783,1842,43,-14.11,-0.76,KOSPI
아주스틸,6890,10,-0.14%,500,5653,1823,46,-7.17,-0.59,KOSPI
진양홀딩스,3245,0,0.00%,500,36414,1814,52,-17.54,4.8,KOSPI
삼화페인트,6660,30,-0.45%,500,41677,1812,199,18.76,0.92,KOSPI
한농화성,11540,100,-0.86%,500,39336,1805,45,20.42,3.88,KOSPI
한독,12980,340,-2.55%,500,33577,1786,285,-31.89,1.24,KOSPI
아시아나IDT,16010,770,5.05%,500,1323185,1777,102,13.74,4.02,KOSPI
진흥기업,1210,6,-0.49%,500,258342,1760,507,3.87,12.61,KOSPI
삼영,5140,30,0.59%,500,206288,1748,10,59.08,0.86,KOSPI
대창단조,6110,90,-1.45%,500,73422,1746,499,4.73,12.58,KOSPI
우진,8550,70,-0.81%,500,165370,1738,119,12.46,5.16,KOSPI
디아이,6080,10,0.16%,500,83513,1721,112,26.32,5.8,KOSPI
그린케미칼,7070,10,0.14%,500,136995,1697,172,-24.21,1.41,KOSPI
극동유화,4845,55,-1.12%,500,894093,1689,306,15.78,6.05,KOSPI
DB금융투자,3980,5,-0.13%,5000,24319,1689,238,27.83,0,KOSPI
경동인베스트,71200,300,0.42%,5000,14310,1684,147,13.88,1.61,KOSPI
금강공업,5740,60,1.06%,1000,111933,1684,339,5.63,5.44,KOSPI
NI스틸,5880,10,-0.17%,500,85592,1682,677,2.86,13.21,KOSPI
선진,7040,40,0.57%,500,23576,1674,706,2.83,1.78,KOSPI
동아타이어,12120,30,0.25%,500,8644,1664,224,9.85,5.36,KOSPI
태림포장,2345,15,0.64%,500,31306,1660,309,13.48,3.71,KOSPI
SNT에너지,21850,450,2.10%,500,29959,1640,36,6.75,3.96,KOSPI
퍼스텍,3355,25,0.75%,500,569711,1636,31,47.25,0.9,KOSPI
현대리바트,7950,180,-2.21%,1000,28036,1633,-279,-2.82,-5.91,KOSPI
삼영전자,8130,30,0.37%,500,12786,1626,163,12.47,3.36,KOSPI
HLB글로벌,3810,10,0.26%,500,44134,1615,-147,-10.44,-10.73,KOSPI
노루홀딩스,12090,410,-3.28%,500,31655,1607,300,4.83,3,KOSPI
한국주철관,7040,40,0.57%,500,11389,1605,140,11.47,2.85,KOSPI
대성홀딩스,9970,60,-0.60%,1000,31056,1604,70,1.1,0.37,KOSPI
동성제약,6140,180,-2.85%,1000,117340,1603,-31,-219.29,-2,KOSPI
유니켐,1642,34,2.11%,500,538001,1588,33,-49.76,0.34,KOSPI
삼성제약,2360,25,-1.05%,500,184291,1585,-140,-6.67,-19.06,KOSPI
세종공업,5650,50,0.89%,500,48903,1572,321,-22.69,0.02,KOSPI
무학,5510,40,0.73%,200,36809,1570,156,1.75,-2.11,KOSPI
대성산업,3470,5,0.14%,5000,126805,1570,483,-13.09,-0.54,KOSPI
유수홀딩스,6010,10,0.17%,2500,1756,1565,296,11.28,8.6,KOSPI
신세계푸드,40400,500,1.25%,5000,5013,1564,206,-43.58,-0.6,KOSPI
디와이,5920,0,0.00%,500,71510,1558,329,-109.63,0.89,KOSPI
해태제과식품,5350,10,0.19%,500,8448,1558,232,17.89,-0.33,KOSPI
경인양행,3740,5,0.13%,500,19085,1556,281,-26.52,3.06,KOSPI
삼성출판사,15540,410,-2.57%,500,71347,1554,-9,16.12,7.79,KOSPI
우신시스템,8440,150,1.81%,500,221044,1546,80,26.54,0.95,KOSPI
덕성,9790,1670,20.57%,500,28949196,1535,52,59.7,2.01,KOSPI
태경케미컬,13170,60,0.46%,500,31171,1528,104,9.54,5.32,KOSPI
HDC현대EP,4780,80,-1.65%,500,100670,1525,204,5.22,1.76,KOSPI
휴비스,4415,25,0.57%,5000,79392,1523,-830,-1.83,-9.95,KOSPI
컨버즈,4100,0,0.00%,500,0,1509,-48,-25.79,-30.01,KOSPI
미원화학,68400,500,0.74%,1000,14,1504,190,8.25,11.54,KOSPI
용평리조트,3075,10,0.33%,5000,12705,1480,16,-30.15,-1.42,KOSPI
태영건설,3790,40,-1.04%,500,63261,1474,915,1.37,1.22,KOSPI
태평양물산,2965,45,1.54%,500,11392166,1466,684,5.53,3.34,KOSPI
NH올원리츠,3460,20,-0.57%,500,16022,1460,122,266.15,0.09,KOSPI
영풍제지,3120,5,-0.16%,500,1369220,1450,78,31.52,3.83,KOSPI
효성ITX,12540,210,1.70%,500,11709,1449,223,11.17,7.14,KOSPI
페이퍼코리아,811,0,0.00%,500,45595,1443,258,3.08,-0.37,KOSPI
아남전자,1870,0,0.00%,500,110739,1442,206,20.55,5.12,KOSPI
한국석유,11350,230,2.07%,500,134279,1441,180,11.53,3.19,KOSPI
한신기계,4430,50,1.14%,500,306869,1437,-41,-43.01,-4.37,KOSPI
인스코비,1240,1,-0.08%,500,167524,1430,-14,-28.84,-7.04,KOSPI
신라교역,8870,100,-1.11%,500,17689,1419,145,-12.78,2.03,KOSPI
테이팩스,29550,300,-1.01%,500,19907,1408,255,19.16,10.01,KOSPI
덕양산업,4320,110,2.61%,500,155804,1407,307,5.97,2.2,KOSPI
삼양통상,46650,0,0.00%,5000,1446,1400,164,5.49,3.3,KOSPI
동부건설,6110,30,-0.49%,5000,19337,1398,413,-305.5,2.77,KOSPI
한국공항,44100,600,-1.34%,5000,6921,1396,26,4.35,1.44,KOSPI
KTcs,3260,0,0.00%,500,257047,1392,243,9.37,4.35,KOSPI
샘표,48350,150,-0.31%,1000,1744,1390,103,15.94,3.57,KOSPI
디와이파워,12570,90,-0.71%,500,11380,1388,270,4.93,5.33,KOSPI
신원,1320,3,-0.23%,500,170109,1354,334,31.43,3.47,KOSPI
금호에이치티,690,14,-1.99%,500,519722,1353,93,-7.34,-5.11,KOSPI
신흥,14240,40,0.28%,500,702,1353,105,15.46,6.06,KOSPI
신일전자,1897,8,-0.42%,500,250840,1348,28,45.17,0.76,KOSPI
강남제비스코,20700,0,0.00%,1000,3990,1346,44,15.85,1.25,KOSPI
대구백화점,12430,230,-1.82%,5000,242238,1345,-163,-5.95,-3.89,KOSPI
대한화섬,100600,0,0.00%,5000,112,1336,64,5.03,3.83,KOSPI
사조동아원,939,1,0.11%,500,163273,1325,153,4.45,0.22,KOSPI
이구산업,3960,305,8.34%,500,5601287,1324,137,55,1.73,KOSPI
미창석유,75800,0,0.00%,5000,1291,1319,440,3,6.63,KOSPI
웰바이오텍,1445,18,-1.23%,500,1306599,1314,26,-13.38,-6.52,KOSPI
한컴라이프케어,4745,50,-1.04%,200,47448,1313,-13,16.77,4.39,KOSPI
한국수출포장,3280,95,-2.81%,500,780004,1312,257,6.85,6,KOSPI
수산중공업,2080,20,0.97%,500,104569,1298,226,11.37,6.33,KOSPI
성창기업지주,1852,14,0.76%,500,42601,1292,-115,-6.13,-1.72,KOSPI
계룡건설,14430,70,-0.48%,5000,11014,1289,1328,2.85,2.47,KOSPI
유화증권,2250,10,0.45%,1000,2584,1276,-29,-2250,0.59,KOSPI
현대약품,3970,10,-0.25%,500,15257,1270,80,330.83,-0.1,KOSPI
디씨엠,11130,50,0.45%,500,1953,1269,245,-11.73,12.68,KOSPI
웅진,1581,1,0.06%,500,1583359,1264,423,20.01,0.75,KOSPI
조선선재,100300,400,0.40%,500,1341,1261,94,13.93,7.39,KOSPI
한국내화,3055,10,-0.33%,500,131732,1255,105,305.5,0.24,KOSPI
세아특수강,14620,350,2.45%,5000,30811,1253,288,18.39,2.68,KOSPI
인지컨트롤스,7900,0,0.00%,500,58735,1249,171,6.39,2.04,KOSPI
샘표식품,26900,200,-0.74%,500,11879,1229,111,14.5,3.87,KOSPI
태양금속,3330,60,-1.77%,500,1083468,1222,159,36.59,-0.11,KOSPI
대영포장,1122,2,0.18%,500,58009,1216,119,9.27,5.21,KOSPI
동남합성,34650,200,0.58%,500,187,1213,135,25.26,11.63,KOSPI
황금에스티,7130,0,0.00%,500,11936,1212,465,3.62,10.13,KOSPI
삼원강재,3025,5,0.17%,500,7075,1210,165,7.47,4.61,KOSPI
한양증권,9490,10,0.11%,5000,2808,1208,372,5.02,1.53,KOSPI
일동홀딩스,10430,60,-0.57%,1000,31309,1204,-984,-1.25,-21.81,KOSPI
대창,1315,75,6.05%,500,2228473,1198,91,-19.34,0.44,KOSPI
아센디오,1304,49,3.90%,500,2507210,1196,-90,-4.32,-23.96,KOSPI
경동도시가스,20250,440,2.22%,2500,26535,1194,253,5.69,2.45,KOSPI
가온전선,18710,410,2.24%,5000,95069,1190,285,6.3,1.48,KOSPI
광전자,2045,15,-0.73%,500,104786,1185,58,-22.47,5.4,KOSPI
KCTC,3940,10,-0.25%,500,16007,1182,375,5.18,4.83,KOSPI
종근당바이오,21350,250,-1.16%,2500,7889,1171,-148,-5.06,-5.47,KOSPI
DRB동일,5810,180,3.20%,500,38696,1158,121,4.97,0.4,KOSPI
한솔홀딩스,2750,10,0.36%,1000,33168,1155,191,5.05,7.11,KOSPI
유니퀘스트,5300,80,-1.49%,500,99424,1155,409,5.5,8.01,KOSPI
인천도시가스,26250,200,0.77%,5000,1132,1148,81,18.22,3.11,KOSPI
유니온머티리얼,2715,20,0.74%,500,217262,1140,8,-12.57,-0.11,KOSPI
광명전기,2620,340,14.91%,500,28335322,1135,46,24.95,3.29,KOSPI
동일산업,46500,250,-0.53%,5000,3973,1128,226,60.78,4.49,KOSPI
성안,1655,50,3.12%,500,224599,1115,-15,-10.61,-6.03,KOSPI
한국특강,1839,3,0.16%,500,11184,1114,307,3.02,7.98,KOSPI
화성산업,10930,240,2.25%,5000,34112,1109,145,2.85,2.92,KOSPI
팜스코,3010,5,-0.17%,500,20425,1106,188,1.9,-2.95,KOSPI
두올,3330,40,1.22%,2500,87281,1101,133,5.07,1.7,KOSPI
한국화장품제조,24200,100,0.41%,500,41212,1097,43,15.37,5.07,KOSPI
한국화장품,6770,10,0.15%,500,113935,1088,0,24.71,0.91,KOSPI
씨티알모빌리티,12560,220,1.78%,500,29340,1081,-7,-2512,0.39,KOSPI
청호ICT,2490,0,0.00%,500,0,1079,-50,-13.24,-13.89,KOSPI
크라운제과,8580,50,-0.58%,200,13732,1075,176,5.19,8.27,KOSPI
팜젠사이언스,5910,60,-1.01%,500,88951,1064,75,19.63,26.06,KOSPI
HS애드,6340,10,0.16%,1000,3895,1050,248,5.62,3.15,KOSPI
엔에이치스팩19호,10230,10,0.10%,500,21748,1049,-1,48.25,0.53,KOSPI
이지스레지던스리츠,3700,45,1.23%,1000,14919,1049,108,13.41,2.39,KOSPI
와이투솔루션,2830,30,1.07%,2500,91047,1035,18,-14.97,-1.81,KOSPI
화승코퍼레이션,2040,45,-2.16%,500,501321,1021,432,14.57,1.33,KOSPI
삼화전기,15410,180,1.18%,1000,195249,1019,136,16.64,7.24,KOSPI
KTis,2925,10,0.34%,500,97825,1018,195,7.84,4.16,KOSPI
토니모리,4230,45,-1.05%,200,72412,1018,-73,31.8,-1.19,KOSPI
CJ씨푸드,2830,0,0.00%,500,142302,1017,41,22.82,5.36,KOSPI
한진중공업홀딩스,3420,40,1.18%,5000,11998,1010,371,23.27,0.78,KOSPI
체시스,3135,205,7.00%,500,10966425,1003,28,-285,-0.48,KOSPI
코스맥스비티아이,10390,10,-0.10%,500,4453,998,34,-29.19,-2.14,KOSPI
국제약품,4710,210,-4.27%,1000,1090206,997,53,-10.75,2.56,KOSPI
현대코퍼레이션홀딩스,10890,90,0.83%,5000,18159,991,143,3.3,12.19,KOSPI
삼익악기,1091,5,0.46%,500,65775,988,116,-9.83,2.72,KOSPI
깨끗한나라,2645,610,29.98%,1000,4480916,985,38,-3.47,-0.46,KOSPI
세이브존I&C,2400,35,1.48%,1000,30541,985,92,6.52,1.61,KOSPI
진양산업,7560,320,4.42%,500,120441,983,53,11.83,7.64,KOSPI
화천기계,4465,30,-0.67%,500,520685,982,13,-279.06,2.24,KOSPI
텔코웨어,10070,30,-0.30%,500,2780,977,29,9.97,3.04,KOSPI
모나리자,2645,35,1.34%,500,266618,967,29,11.4,2.44,KOSPI
동방,2015,0,0.00%,1000,280876,967,276,8.61,0.24,KOSPI
에이플러스에셋,4225,95,2.30%,500,39602,955,14,5.57,20.77,KOSPI
동양철관,794,1,-0.13%,500,165283,944,77,-37.81,2.16,KOSPI
삼일제약,6180,30,0.49%,500,17408,941,40,35.72,-0.01,KOSPI
인바이오젠,9340,0,0.00%,500,0,938,-60,4.57,-57.5,KOSPI
일성건설,1726,7,-0.40%,500,53167,932,27,-107.88,1.87,KOSPI
대현,2095,0,0.00%,500,35550,928,302,4.02,8.8,KOSPI
무림페이퍼,2170,10,0.46%,2500,30668,903,963,17.5,1.48,KOSPI
씨아이테크,1779,55,-3.00%,500,231513,891,6,-10.05,-0.76,KOSPI
기신정기,3050,5,0.16%,500,5746,891,64,27.98,1.65,KOSPI
인팩,8850,130,1.49%,500,15831,885,208,5.88,4.43,KOSPI
콤텍시스템,729,2,-0.27%,500,296235,882,159,3.14,7.39,KOSPI
휴니드,6190,130,2.15%,5000,452472,874,127,5.03,3.24,KOSPI
크라운해태홀딩스,5880,0,0.00%,500,7211,873,384,7.18,2.09,KOSPI
동일고무벨트,6270,10,-0.16%,500,11731,872,81,8.48,1.98,KOSPI
미래산업,2845,25,-0.87%,500,529502,866,80,-3.81,6.34,KOSPI
한신공영,7470,30,0.40%,5000,10702,864,394,2.52,1.79,KOSPI
삼호개발,3455,25,0.73%,500,955502,864,45,8.45,2.05,KOSPI
다스코,4420,55,-1.23%,500,69617,857,115,8.29,0.69,KOSPI
동방아그로,6280,50,-0.79%,500,8378,855,93,5.66,3.23,KOSPI
신영와코루,9500,50,0.53%,500,5361,855,66,4.08,5.77,KOSPI
SG세계물산,421,0,0.00%,500,135616,852,72,-105.25,0.58,KOSPI
유유제약,4995,85,-1.67%,1000,289097,851,-6,-11.89,-2.28,KOSPI
대원화성,2050,40,1.99%,500,35863,846,-74,-6.41,-7.21,KOSPI
방림,1993,7,-0.35%,500,19461,843,21,-58.62,2.14,KOSPI
써니전자,2420,35,-1.43%,500,278777,843,17,17.29,6.55,KOSPI
KH 필룩스,1326,0,0.00%,500,0,843,-214,-1.48,-10.13,KOSPI
NH프라임리츠,4505,20,0.45%,500,35699,841,25,8.44,2.6,KOSPI
금비,84000,2000,-2.33%,5000,5778,840,0,-6.1,-6.36,KOSPI
KC그린홀딩스,3730,35,0.95%,500,1392133,837,136,9.97,-2.01,KOSPI
제일연마,8340,10,0.12%,500,1532,834,51,7.94,2.1,KOSPI
일신석재,1074,11,-1.01%,500,289385,832,39,56.53,2.26,KOSPI
