종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA,시장
피엠티,5460,10,0.18%,500,9221,591,-52,-10.96,-5.9,KOSDAQ
비씨월드제약,6640,10,-0.15%,200,10532,590,19,10.33,0.03,KOSDAQ
바이오인프라,12290,10,0.08%,500,12718,590,64,27.56,18.81,KOSDAQ
씨유테크,3335,20,0.60%,500,3606,589,46,196.18,2.72,KOSDAQ
뉴인텍,1153,32,2.85%,500,110155,587,-82,-3.66,-11.85,KOSDAQ
모아텍,4095,60,1.49%,500,2306,587,-23,-124.09,-1.86,KOSDAQ
클라우드에어,955,16,-1.65%,1000,126642,586,-11,7.96,3.78,KOSDAQ
서암기계공업,4650,50,-1.06%,500,11789,586,16,40.43,2.93,KOSDAQ
큐로컴,465,3,-0.64%,500,94636,586,-61,-4.95,-17.66,KOSDAQ
프리시젼바이오,5040,10,-0.20%,500,9568,585,-45,-11.56,-11.86,KOSDAQ
팬젠,5480,30,0.55%,500,3711,585,-46,-20.68,-14.05,KOSDAQ
코위버,5970,40,-0.67%,500,34820,585,3,-17.77,2.74,KOSDAQ
휴맥스홀딩스,4640,10,-0.22%,500,27238,584,-41,-2.37,-5.06,KOSDAQ
ITX-AI,1284,0,0.00%,500,0,581,3,31.32,4.85,KOSDAQ
배럴,7370,20,-0.27%,500,48421,581,-43,26.04,-11.91,KOSDAQ
에스에이티이엔지,2640,40,1.54%,100,6776,581,-2,-27.5,-0.34,KOSDAQ
휴엠앤씨,1182,1,0.08%,500,44933,580,18,9.85,1.81,KOSDAQ
네오오토,7350,20,-0.27%,500,24003,579,80,5.42,5.21,KOSDAQ
셀리드,4255,85,-1.96%,500,49709,579,-149,-2.17,-43.92,KOSDAQ
플레이디,4505,40,-0.88%,500,6677,578,56,22.87,3.25,KOSDAQ
원바이오젠,1563,3,0.19%,100,44835,578,52,13.25,8.5,KOSDAQ
NHN벅스,3895,50,-1.27%,500,189272,578,21,-125.65,2.73,KOSDAQ
아이크래프트,3945,145,-3.55%,500,378178,576,2,17.08,0.38,KOSDAQ
더블유에스아이,1919,1,-0.05%,100,10841,576,37,15.6,7.85,KOSDAQ
우원개발,3180,10,0.32%,500,113541,575,6,11.91,2.31,KOSDAQ
이노테라피,9020,200,-2.17%,500,6907,574,-46,-6.85,-19.05,KOSDAQ
옵티시스,10170,40,-0.39%,500,8491,573,77,10.06,13.82,KOSDAQ
티엘아이,5800,0,0.00%,500,0,573,-66,-7.14,-11.62,KOSDAQ
시지트로닉스,12700,490,-3.71%,500,52999,572,-48,-10.4,-15.49,KOSDAQ
경남제약,1613,81,-4.78%,500,1690065,572,-34,-6.23,-5.03,KOSDAQ
와이엠,2970,10,-0.34%,500,25865,569,46,30.62,1.77,KOSDAQ
티엔엔터테인먼트,2030,77,3.94%,500,51363,569,33,4.46,-1.58,KOSDAQ
케이엠,4835,15,0.31%,500,8971,569,69,37.48,4.22,KOSDAQ
와이즈버즈,1126,21,-1.83%,100,126866,568,26,140.75,3.34,KOSDAQ
누보,1700,2,-0.12%,100,218096,568,-33,-11.56,-6.19,KOSDAQ
세림B&G,1995,75,3.91%,100,40619,566,27,17.05,4.9,KOSDAQ
삼륭물산,3740,10,0.27%,500,3786,566,-12,-40.22,-2.31,KOSDAQ
컬러레이,881,7,-0.79%,0,304646,564,110,4.28,4.58,KOSDAQ
미디어젠,12040,170,1.43%,500,1898,564,-20,-10.22,-5.92,KOSDAQ
쌍용정보통신,866,10,-1.14%,500,126670,564,97,3.31,6.13,KOSDAQ
아세아텍,2505,10,0.40%,500,14306,564,119,5.41,5.95,KOSDAQ
SG,1184,4,0.34%,100,121692,563,6,-3.84,1.14,KOSDAQ
밸로프,1105,34,3.17%,100,293392,562,33,138.12,6.55,KOSDAQ
얼라인드,3895,35,-0.89%,500,383450,560,28,25.62,6.54,KOSDAQ
대창스틸,2650,10,0.38%,500,16972,559,51,7.66,24.7,KOSDAQ
엔텔스,5440,20,-0.37%,500,289305,557,-4,-65.54,0.17,KOSDAQ
진매트릭스,2730,10,-0.36%,500,48658,557,-15,-14.68,-22.71,KOSDAQ
스튜디오산타클로스,452,6,-1.31%,500,510803,555,-39,-1.28,-28.1,KOSDAQ
백금T&A,3380,15,-0.44%,500,177764,555,153,5.77,10.13,KOSDAQ
일지테크,4100,5,0.12%,500,25892,554,6,5.21,-2.39,KOSDAQ
세원물산,6620,60,0.91%,500,2530,553,150,4.37,5.32,KOSDAQ
동양파일,2760,35,-1.25%,500,35952,552,53,8.85,3.84,KOSDAQ
옴니시스템,896,15,-1.65%,500,491783,551,19,59.73,0.42,KOSDAQ
아이톡시,1405,110,-7.26%,500,990399,551,7,11.42,-3.03,KOSDAQ
한네트,4725,10,0.21%,500,180222,546,25,21.67,4.04,KOSDAQ
이상네트웍스,5450,110,2.06%,500,44525,545,133,5.72,7.49,KOSDAQ
오스템,1943,20,-1.02%,500,62729,544,-47,2.56,-6.86,KOSDAQ
메디프론,1051,2,0.19%,500,505005,544,-41,-3.54,-22.94,KOSDAQ
고려시멘트,1697,16,0.95%,100,82917,543,-126,-2.65,-5.47,KOSDAQ
이즈미디어,2705,0,0.00%,500,0,543,-11,-3.74,-9.91,KOSDAQ
크린앤사이언스,8340,20,-0.24%,500,5612,542,-109,-3.78,-15.36,KOSDAQ
시티랩스,6570,270,-3.95%,500,26804,542,-61,2.73,-23.95,KOSDAQ
삼영엠텍,4165,25,0.60%,500,17603,541,-32,92.56,-8.24,KOSDAQ
엘엠에스,6070,10,-0.16%,500,10055,540,15,-6.24,0.12,KOSDAQ
인지소프트,16410,60,0.37%,500,1061,539,49,182.33,6.74,KOSDAQ
위즈코프,809,0,0.00%,500,122653,538,14,14.71,2.99,KOSDAQ
SG&G,1579,4,-0.25%,500,13023,538,19,1.52,11.21,KOSDAQ
드래곤플라이,771,105,15.77%,500,38197862,535,-96,-3.44,-22.19,KOSDAQ
코맥스,3360,160,5.00%,500,294554,534,-51,-7.8,-4.93,KOSDAQ
지니틱스,1495,1,-0.07%,100,114983,534,-52,-4.2,-24.4,KOSDAQ
블루콤,3120,10,0.32%,500,20185,534,-13,-32.5,-0.15,KOSDAQ
오디텍,4535,50,1.11%,500,31326,533,-34,-38.11,-2.89,KOSDAQ
키네마스터,3805,0,0.00%,500,47078,532,-164,-23.63,-71.95,KOSDAQ
파인디지털,5210,40,-0.76%,500,24424,532,-37,86.83,-1.97,KOSDAQ
오공,3135,35,1.13%,500,16857,531,86,6.77,5.54,KOSDAQ
하이즈항공,2835,35,1.25%,500,12559,530,-84,-7.54,-8.52,KOSDAQ
KB오토시스,4600,5,0.11%,500,37564,529,24,-85.19,0.6,KOSDAQ
우리이앤엘,1026,9,-0.87%,500,61374,528,27,-9.96,4.57,KOSDAQ
아이즈비전,2735,5,0.18%,500,47716,527,63,8.79,-2.18,KOSDAQ
아이윈,1256,17,1.37%,500,163940,526,23,-12.95,-2.36,KOSDAQ
상신전자,3690,10,0.27%,500,84706,526,8,9.87,1.6,KOSDAQ
TPC,3345,40,-1.18%,500,113572,525,9,-9.64,0.26,KOSDAQ
비비씨,9450,150,1.61%,500,13312,525,19,35.53,1.18,KOSDAQ
한국테크놀로지,334,0,0.00%,500,0,525,-144,-3.44,-6.62,KOSDAQ
바이옵트로,6360,20,0.32%,500,1740450,524,-5,-12.72,0.44,KOSDAQ
파버나인,3665,40,1.10%,500,30810,524,112,26.95,5.22,KOSDAQ
빅텐츠,16650,50,0.30%,500,6062,524,17,31.06,5.89,KOSDAQ
TS인베스트먼트,1255,1,-0.08%,500,29152,521,116,28.52,8.61,KOSDAQ
디지캡,5430,40,-0.73%,500,110455,520,7,108.6,1.36,KOSDAQ
이루온,1900,20,-1.04%,500,87179,518,9,32.76,2.7,KOSDAQ
원풍,4300,35,0.82%,500,105708,516,78,7.34,9.08,KOSDAQ
디와이디,984,36,-3.53%,500,489888,514,5,-9.11,3.24,KOSDAQ
넥스턴바이오,5470,90,1.67%,2500,259574,514,-34,1.75,-2.76,KOSDAQ
삼일기업공사,4145,60,-1.43%,500,52725,514,22,11.68,3.39,KOSDAQ
쎄니트,1517,19,1.27%,500,15609,513,100,11.15,5.05,KOSDAQ
DGP,2030,333,19.62%,1000,3259069,513,-28,-2.37,-20.13,KOSDAQ
엔에이치스팩20호,10000,0,0.00%,500,0,510,-1,45.66,1.29,KOSDAQ
아이앤씨,2835,90,3.28%,500,56302,506,24,34.57,1.58,KOSDAQ
스페코,3455,10,0.29%,500,96676,506,-38,28.09,0.67,KOSDAQ
대유에이피,3900,60,-1.52%,500,68512,504,223,5.01,10.58,KOSDAQ
넥스트아이,643,59,10.10%,100,4621708,504,-47,-4.29,-2.96,KOSDAQ
KBI메탈,1483,17,-1.13%,500,118984,504,54,-31.55,1.03,KOSDAQ
한국큐빅,3075,25,0.82%,500,27901,503,91,6.88,4.41,KOSDAQ
비스토스,2180,10,-0.46%,100,89300,501,9,-436,-29.75,KOSDAQ
재영솔루텍,600,5,-0.83%,500,91133,501,54,31.58,-5.72,KOSDAQ
KH 건설,319,0,0.00%,100,0,498,20,-7.42,-37.6,KOSDAQ
핀텔,4385,35,-0.79%,500,470983,497,-37,-24.91,-20.09,KOSDAQ
푸드웰,4965,20,0.40%,500,4896,496,61,12.11,2.71,KOSDAQ
씨큐브,4885,40,0.83%,500,34325,495,65,16.18,6.33,KOSDAQ
멕아이씨에스,3085,150,-4.64%,500,1323199,495,-18,-3.44,-3.09,KOSDAQ
아이스크림에듀,3845,10,0.26%,500,49493,495,21,-6.53,0.9,KOSDAQ
신진에스엠,2825,30,-1.05%,500,53430,494,67,14.71,4.02,KOSDAQ
와이제이엠게임즈,860,6,0.70%,100,83188,494,-24,19.11,6.35,KOSDAQ
현대에이치티,5710,60,-1.04%,500,13079,492,13,-20.61,1.72,KOSDAQ
픽셀플러스,6030,10,0.17%,500,10592,492,29,-15.42,0.26,KOSDAQ
케이디켐,12200,20,0.16%,500,2883,492,57,6.72,7.09,KOSDAQ
케이씨티,2870,35,1.23%,500,35215,492,11,45.56,1.22,KOSDAQ
서연탑메탈,4220,60,1.44%,500,84301,492,28,13.48,1.99,KOSDAQ
상지카일룸,464,3,-0.64%,500,271864,489,11,4.59,-6.86,KOSDAQ
핑거스토리,3665,155,-4.06%,100,3385441,489,10,-13.42,-27.41,KOSDAQ
알로이스,1411,1,0.07%,100,31330,488,43,12.27,14.71,KOSDAQ
국영지앤엠,1399,1,0.07%,500,25744,488,21,24.54,2.81,KOSDAQ
피씨디렉트,6360,10,0.16%,500,30395,488,8,-27.89,-4.46,KOSDAQ
지더블유바이텍,778,6,-0.77%,500,165906,487,-73,-3.91,-17.18,KOSDAQ
대신정보통신,1263,1,-0.08%,500,211218,485,42,8.25,-0.06,KOSDAQ
에쎈테크,674,2,0.30%,500,27802,485,20,-5.81,0.44,KOSDAQ
마니커에프앤지,3045,35,-1.14%,500,101951,485,-17,36.25,-0.25,KOSDAQ
신시웨이,13280,210,-1.56%,500,2860577,482,21,26.77,10.62,KOSDAQ
동일기연,12640,40,0.32%,500,29966,481,11,17.6,1.58,KOSDAQ
에이디엠코리아,2195,70,-3.09%,100,460249,479,-8,-39.91,-0.14,KOSDAQ
휴림네트웍스,440,3,0.69%,200,176769,479,-160,-2.03,-25.93,KOSDAQ
팬스타엔터프라이즈,720,3,0.42%,500,230833,478,19,-65.45,0.62,KOSDAQ
바른손이앤에이,641,2,0.31%,500,45906,477,-42,-3.02,-9.91,KOSDAQ
네오티스,3420,30,0.88%,500,9996,477,117,-49.57,4.65,KOSDAQ
코이즈,1555,10,-0.64%,500,128582,476,-72,-5.59,-26.83,KOSDAQ
