,종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA,시장
1296,아바코,13810.0,350.0,-2.47%,500.0,39906.0,2128.0,136.0,11.31,6.68,KOSDAQ
1297,소룩스,21750.0,0.0,0.00%,100.0,241120.0,2124.0,-43.0,-184.32,-6.09,KOSDAQ
1301,라온텍,7150.0,340.0,-4.54%,100.0,249390.0,2109.0,3.0,340.48,5.08,KOSDAQ
1302,파세코,10530.0,220.0,-2.05%,500.0,38295.0,2106.0,158.0,44.43,6.31,KOSDAQ
1303,오로스테크놀로지,22400.0,250.0,+1.13%,500.0,87206.0,2098.0,-33.0,157.75,-4.12,KOSDAQ
1304,코아시아,7970.0,790.0,+11.00%,500.0,1363935.0,2097.0,-226.0,-7.05,-7.48,KOSDAQ
1305,아이패밀리에스씨,24150.0,1200.0,-4.73%,500.0,135624.0,2077.0,95.0,14.02,12.19,KOSDAQ
1309,KG모빌리언스,5330.0,60.0,+1.14%,500.0,131066.0,2069.0,403.0,9.55,5.57,KOSDAQ
1310,피에이치씨,1740.0,0.0,0.00%,500.0,0.0,2067.0,-243.0,-3.33,-107.91,KOSDAQ
1311,우리기술,1340.0,19.0,-1.40%,500.0,1041888.0,2061.0,48.0,39.41,2.17,KOSDAQ
1312,리튬포어스,7140.0,40.0,+0.56%,500.0,1121200.0,2061.0,-37.0,1.89,59.51,KOSDAQ
1313,HLB바이오스텝,2620.0,35.0,-1.32%,100.0,219329.0,2059.0,64.0,-65.5,-2.17,KOSDAQ
1318,한스바이오메드,15200.0,420.0,-2.69%,500.0,41442.0,2056.0,13.0,-16.59,3.77,KOSDAQ
1319,이수앱지스,5920.0,100.0,-1.66%,500.0,89342.0,2049.0,-160.0,-59.8,-5.03,KOSDAQ
1320,좋은사람들,2110.0,0.0,0.00%,500.0,0.0,2046.0,-43.0,17.44,-9.38,KOSDAQ
1321,CG인바이츠,2660.0,15.0,-0.56%,500.0,106445.0,2045.0,-241.0,-3.58,-7.8,KOSDAQ
1322,쿠콘,19880.0,370.0,-1.83%,500.0,38927.0,2039.0,200.0,18.09,1.97,KOSDAQ
1326,세경하이테크,17290.0,300.0,-1.71%,500.0,145519.0,2038.0,80.0,31.21,7.02,KOSDAQ
1327,노바렉스,10850.0,180.0,-1.63%,500.0,86913.0,2035.0,252.0,10.21,7.59,KOSDAQ
1328,알서포트,3820.0,30.0,-0.78%,100.0,118787.0,2035.0,72.0,56.18,4.44,KOSDAQ
1329,모다이노칩,2550.0,15.0,-0.58%,500.0,6757.0,2033.0,232.0,-20.4,-0.04,KOSDAQ
1330,에이엘티,22650.0,3860.0,+20.54%,500.0,1232764.0,2029.0,80.0,11.66,9.62,KOSDAQ
1334,와이솔,7200.0,180.0,+2.56%,500.0,62848.0,2029.0,-130.0,-13.14,-3.57,KOSDAQ
1335,퓨릿,12100.0,660.0,+5.77%,500.0,2157125.0,2029.0,143.0,14.44,19.03,KOSDAQ
1336,경동제약,6550.0,50.0,+0.77%,500.0,66709.0,2015.0,83.0,29.5,4.02,KOSDAQ
1337,비츠로테크,7690.0,60.0,-0.77%,500.0,368524.0,2015.0,327.0,-91.55,4.02,KOSDAQ
1338,한국전자금융,5890.0,70.0,-1.17%,500.0,38971.0,2011.0,189.0,17.27,1.76,KOSDAQ
1342,영풍정밀,12740.0,20.0,-0.16%,500.0,31217.0,2007.0,120.0,7.29,3.92,KOSDAQ
1343,큐브엔터,14470.0,390.0,-2.62%,500.0,68855.0,1998.0,69.0,18.72,7.33,KOSDAQ
1344,한양디지텍,13090.0,140.0,+1.08%,500.0,85084.0,1995.0,528.0,14.14,18.5,KOSDAQ
1345,이브이첨단소재,3365.0,0.0,0.00%,500.0,1154908.0,1992.0,-29.0,20.77,-8.79,KOSDAQ
1346,피에이치에이,9440.0,70.0,-0.74%,500.0,28422.0,1982.0,229.0,4.06,2.92,KOSDAQ
1350,크레버스,17470.0,20.0,+0.11%,500.0,21529.0,1981.0,257.0,16.37,2.13,KOSDAQ
1351,보광산업,5440.0,10.0,-0.18%,500.0,11600.0,1977.0,154.0,11.8,8.27,KOSDAQ
1352,사람인,16900.0,170.0,-1.00%,500.0,50563.0,1973.0,406.0,8.43,14.5,KOSDAQ
1353,이지홀딩스,3015.0,5.0,-0.17%,500.0,117438.0,1964.0,999.0,6.22,1.08,KOSDAQ
1354,아모그린텍,11900.0,360.0,-2.94%,500.0,105911.0,1963.0,88.0,16.21,8.87,KOSDAQ
1358,JTC,3895.0,5.0,-0.13%,0.0,43010.0,1959.0,-150.0,23.18,-5.34,KOSDAQ
1359,코아스템켐온,5950.0,100.0,-1.65%,500.0,19626.0,1956.0,-60.0,-12.04,0.93,KOSDAQ
1360,크리스에프앤씨,8340.0,410.0,-4.69%,500.0,50105.0,1954.0,785.0,4.25,5.13,KOSDAQ
1361,유일로보틱스,21800.0,250.0,-1.13%,500.0,28952.0,1948.0,-31.0,-51.9,-4.99,KOSDAQ
1362,조이시티,2780.0,30.0,+1.09%,500.0,103260.0,1942.0,74.0,37.07,1.32,KOSDAQ
1366,이노와이어리스,25450.0,700.0,+2.83%,500.0,90349.0,1935.0,143.0,28.76,8.24,KOSDAQ
1367,앱클론,12510.0,170.0,+1.38%,500.0,97201.0,1932.0,-87.0,-21.91,-22.06,KOSDAQ
1368,쇼박스,3080.0,0.0,0.00%,500.0,150656.0,1929.0,-32.0,-1540.0,-1.31,KOSDAQ
1369,한국정보인증,4615.0,45.0,-0.97%,500.0,37824.0,1928.0,157.0,18.53,2.45,KOSDAQ
1370,슈피겐코리아,30900.0,0.0,0.00%,500.0,4238.0,1921.0,520.0,5.53,7.02,KOSDAQ
1374,멀티캠퍼스,32150.0,100.0,+0.31%,500.0,2986.0,1905.0,410.0,6.15,11.13,KOSDAQ
1375,덱스터,7470.0,30.0,-0.40%,500.0,43949.0,1898.0,-25.0,-80.32,-6.62,KOSDAQ
1376,휴비츠,15530.0,100.0,-0.64%,500.0,85504.0,1885.0,190.0,14.58,10.06,KOSDAQ
1377,셀바스헬스케어,7330.0,50.0,+0.69%,500.0,650289.0,1882.0,23.0,62.65,5.63,KOSDAQ
1378,네오팜,22850.0,300.0,+1.33%,500.0,30305.0,1875.0,214.0,9.05,11.4,KOSDAQ
1382,퓨쳐켐,8470.0,410.0,-4.62%,500.0,241155.0,1872.0,-129.0,-18.06,-16.9,KOSDAQ
1383,가비아,13730.0,130.0,-0.94%,500.0,39666.0,1858.0,412.0,9.07,12.39,KOSDAQ
1385,에이프로,12800.0,270.0,-2.07%,500.0,75319.0,1851.0,-25.0,15.42,-1.4,KOSDAQ
1386,팅크웨어,16630.0,250.0,+1.53%,500.0,172451.0,1847.0,45.0,615.93,1.43,KOSDAQ
1390,노을,4980.0,590.0,-10.59%,500.0,5145870.0,1840.0,-156.0,-7.48,-59.72,KOSDAQ
1392,서울옥션,10320.0,120.0,-1.15%,500.0,133057.0,1834.0,77.0,-34.4,2.47,KOSDAQ
1393,티에스아이,9100.0,210.0,-2.26%,500.0,101031.0,1834.0,49.0,-16.46,1.75,KOSDAQ
1394,알체라,8460.0,320.0,-3.64%,500.0,165544.0,1823.0,-169.0,-6.27,-21.11,KOSDAQ
1399,DXVX,6030.0,300.0,+5.24%,500.0,822684.0,1822.0,26.0,-15.27,-1.53,KOSDAQ
1400,지니뮤직,3135.0,30.0,-0.95%,500.0,72402.0,1822.0,138.0,18.66,5.78,KOSDAQ
1401,오파스넷,15360.0,1110.0,-6.74%,500.0,580927.0,1822.0,85.0,18.75,6.19,KOSDAQ
1402,피씨엘,3525.0,325.0,-8.44%,500.0,1367077.0,1816.0,-82.0,-3.96,-4.8,KOSDAQ
1403,이화전기,899.0,0.0,0.00%,200.0,0.0,1816.0,-29.0,-2.13,-22.86,KOSDAQ
1407,GRT,2685.0,20.0,-0.74%,0.0,20483.0,1809.0,787.0,3.32,4.05,KOSDAQ
1408,위닉스,10090.0,260.0,-2.51%,500.0,13264.0,1803.0,38.0,78.83,0.53,KOSDAQ
1409,티앤알바이오팹,8460.0,430.0,-4.84%,500.0,76545.0,1794.0,-129.0,-17.2,-12.06,KOSDAQ
1410,압타바이오,8040.0,120.0,-1.47%,500.0,38386.0,1793.0,-95.0,-16.02,-17.46,KOSDAQ
1411,팜스토리,1602.0,8.0,-0.50%,500.0,327010.0,1785.0,315.0,7.22,-0.83,KOSDAQ
1415,에이비프로바이오,625.0,15.0,+2.46%,500.0,1249064.0,1777.0,-86.0,-14.2,-5.02,KOSDAQ
1416,지놈앤컴퍼니,12480.0,420.0,-3.26%,500.0,33745.0,1761.0,-575.0,-4.56,-36.72,KOSDAQ
1417,코세스,10600.0,140.0,+1.34%,500.0,106943.0,1758.0,85.0,24.65,10.58,KOSDAQ
1418,율호,2760.0,40.0,-1.43%,500.0,349726.0,1754.0,34.0,56.33,-0.09,KOSDAQ
1419,신테카바이오,11490.0,340.0,-2.87%,500.0,167187.0,1750.0,-118.0,-13.81,-7.29,KOSDAQ
1423,헥토이노베이션,13190.0,140.0,-1.05%,500.0,16116.0,1749.0,356.0,6.39,6.56,KOSDAQ
1424,SM C&C,1803.0,22.0,-1.21%,500.0,135934.0,1744.0,20.0,66.78,1.63,KOSDAQ
1425,동국S&C,3050.0,80.0,-2.56%,500.0,207121.0,1743.0,-114.0,-5.06,-1.75,KOSDAQ
1426,와이지-원,5690.0,40.0,-0.70%,500.0,18788.0,1740.0,726.0,8.57,3.75,KOSDAQ
1427,지앤비에스 에코,5790.0,210.0,-3.50%,500.0,479484.0,1738.0,147.0,9.15,18.84,KOSDAQ
1431,디지털대성,6150.0,50.0,-0.81%,500.0,8928.0,1731.0,284.0,11.92,8.89,KOSDAQ
1432,한일사료,4390.0,60.0,-1.35%,500.0,246000.0,1730.0,-82.0,1.48,-7.76,KOSDAQ
1433,드림어스컴퍼니,3025.0,65.0,-2.10%,500.0,92440.0,1720.0,-87.0,-14.61,10.35,KOSDAQ
1434,애니플러스,3800.0,0.0,0.00%,100.0,416802.0,1717.0,96.0,26.21,4.49,KOSDAQ
1435,펨트론,16090.0,340.0,+2.16%,500.0,188539.0,1713.0,64.0,29.63,8.08,KOSDAQ
1439,연우,13810.0,120.0,-0.86%,500.0,7683.0,1712.0,13.0,460.33,0.13,KOSDAQ
1440,큐알티,14230.0,180.0,+1.28%,500.0,63633.0,1706.0,103.0,19.76,6.06,KOSDAQ
1441,와이엠텍,15530.0,200.0,+1.30%,500.0,42779.0,1703.0,149.0,20.85,21.98,KOSDAQ
1442,싸이맥스,15560.0,230.0,+1.50%,500.0,16130.0,1700.0,212.0,36.96,3.5,KOSDAQ
1443,티움바이오,6930.0,150.0,-2.12%,500.0,20911.0,1697.0,-256.0,-4.95,-29.49,KOSDAQ
1447,골프존뉴딘홀딩스,3955.0,15.0,-0.38%,500.0,37644.0,1694.0,944.0,3.21,9.04,KOSDAQ
1448,나이벡,17010.0,240.0,-1.39%,500.0,29228.0,1694.0,6.0,-25.58,-5.9,KOSDAQ
1450,마음AI,27500.0,1600.0,-5.50%,500.0,331703.0,1692.0,-55.0,-35.99,-13.02,KOSDAQ
1451,범한퓨얼셀,19280.0,750.0,+4.05%,500.0,168235.0,1689.0,13.0,-83.1,2.43,KOSDAQ
1455,라파스,19470.0,680.0,-3.37%,500.0,40624.0,1686.0,-66.0,-22.67,-8.9,KOSDAQ
1456,아진산업,4335.0,110.0,-2.47%,500.0,978111.0,1682.0,462.0,3.97,5.14,KOSDAQ
1457,윈스,12130.0,30.0,+0.25%,500.0,13799.0,1682.0,220.0,7.44,9.75,KOSDAQ
1458,대화제약,9020.0,740.0,-7.58%,500.0,510919.0,1679.0,58.0,-58.57,0.65,KOSDAQ
1463,드림시큐리티,3310.0,130.0,-3.78%,100.0,406931.0,1675.0,252.0,12.83,2.62,KOSDAQ
1464,와이엠티,10230.0,0.0,0.00%,500.0,18684.0,1669.0,33.0,-94.72,1.05,KOSDAQ
1465,에스코넥,2235.0,5.0,+0.22%,200.0,4265586.0,1668.0,58.0,-111.75,1.76,KOSDAQ
1466,일진파워,11040.0,30.0,+0.27%,500.0,51543.0,1665.0,179.0,14.94,8.52,KOSDAQ
1467,HLB이노베이션,2500.0,25.0,-0.99%,500.0,162280.0,1663.0,4.0,13.74,21.43,KOSDAQ
1471,대한약품,27650.0,0.0,0.00%,500.0,3851.0,1659.0,330.0,6.33,9.08,KOSDAQ
1472,그래디언트,11400.0,170.0,-1.47%,2500.0,9306.0,1656.0,146.0,-7.86,19.8,KOSDAQ
1473,세토피아,2200.0,50.0,-2.22%,500.0,387038.0,1655.0,-118.0,-2.92,-51.47,KOSDAQ
1474,브이원텍,10320.0,30.0,+0.29%,500.0,216062.0,1645.0,0.0,-491.43,-2.59,KOSDAQ
1475,에코플라스틱,4805.0,190.0,-3.80%,500.0,989033.0,1642.0,385.0,4.12,3.16,KOSDAQ
1480,네오셈,3975.0,20.0,+0.51%,100.0,196203.0,1650.0,84.0,15.0,9.1,KOSDAQ
1481,어보브반도체,9220.0,1080.0,+13.27%,500.0,2693600.0,1639.0,258.0,-26.19,5.44,KOSDAQ
1482,메드팩토,7740.0,190.0,+2.52%,500.0,581870.0,1632.0,-364.0,-4.4,-29.94,KOSDAQ
1483,모비스,5070.0,210.0,-3.98%,100.0,1516260.0,1631.0,-40.0,-123.66,-8.42,KOSDAQ
1484,중앙첨단소재,2075.0,90.0,-4.16%,500.0,785707.0,1629.0,-54.0,-2.18,-42.22,KOSDAQ
1488,유니슨,1289.0,67.0,-4.94%,500.0,1030738.0,1628.0,19.0,-13.29,-4.91,KOSDAQ
1489,도이치모터스,5050.0,10.0,+0.20%,500.0,53720.0,1625.0,648.0,13.5,3.22,KOSDAQ
1490,제이스텍,9270.0,230.0,+2.54%,500.0,107203.0,1620.0,375.0,12.93,15.85,KOSDAQ
1492,크리스탈신소재,1685.0,38.0,+2.31%,0.0,2282025.0,1616.0,193.0,8.69,4.08,KOSDAQ
1496,동양이엔피,20550.0,150.0,-0.72%,500.0,15806.0,1615.0,278.0,4.9,6.18,KOSDAQ
1498,티케이케미칼,1774.0,43.0,-2.37%,500.0,268933.0,1612.0,5.0,-9.14,21.36,KOSDAQ
1499,금화피에스시,26850.0,150.0,-0.56%,500.0,2262.0,1611.0,279.0,5.09,7.85,KOSDAQ
1500,삼기이브이,2815.0,20.0,-0.71%,100.0,489145.0,1610.0,86.0,33.92,9.57,KOSDAQ
1504,자람테크놀로지,25950.0,1200.0,+4.85%,500.0,76221.0,1608.0,2.0,-73.51,3.08,KOSDAQ
1505,켄코아에어로스페이스,12550.0,20.0,+0.16%,500.0,33012.0,1604.0,80.0,46.31,2.75,KOSDAQ
1506,에이치피오,7690.0,70.0,+0.92%,500.0,79776.0,1604.0,175.0,11.79,7.97,KOSDAQ
1507,테라사이언스,1676.0,37.0,-2.16%,100.0,1297865.0,1602.0,-9.0,5.3,27.88,KOSDAQ
1508,DMS,6500.0,30.0,-0.46%,500.0,37198.0,1597.0,535.0,10.89,7.68,KOSDAQ
1512,아이텍,7430.0,160.0,-2.11%,500.0,95058.0,1593.0,7.0,9.69,13.24,KOSDAQ
1513,제이씨케미칼,7150.0,270.0,+3.92%,500.0,264170.0,1592.0,426.0,10.74,6.1,KOSDAQ
1514,리드코프,6000.0,20.0,-0.33%,500.0,48912.0,1587.0,593.0,30.77,2.5,KOSDAQ
1515,지오엘리먼트,12540.0,110.0,-0.87%,500.0,106068.0,1582.0,73.0,94.29,13.41,KOSDAQ
1516,엠투엔,3915.0,900.0,+29.85%,500.0,2226133.0,1579.0,-48.0,11.25,2.69,KOSDAQ
1520,엠플러스,12850.0,150.0,-1.15%,500.0,74527.0,1578.0,-99.0,32.04,-6.1,KOSDAQ
1521,아이씨디,8510.0,50.0,-0.58%,500.0,33837.0,1571.0,-51.0,-6.17,-2.49,KOSDAQ
1522,홈센타홀딩스,1230.0,2.0,-0.16%,500.0,139935.0,1570.0,237.0,6.65,4.67,KOSDAQ
1523,이스트소프트,13760.0,450.0,-3.17%,500.0,145478.0,1569.0,-57.0,-23.6,-4.54,KOSDAQ
1524,금양그린파워,12930.0,270.0,-2.05%,500.0,62611.0,1567.0,107.0,17.54,6.95,KOSDAQ
1528,비보존 제약,3245.0,135.0,-3.99%,2500.0,122488.0,1564.0,-185.0,-8.45,-20.57,KOSDAQ
1529,엘앤케이바이오,7820.0,130.0,-1.64%,500.0,78690.0,1559.0,-131.0,-38.15,-29.0,KOSDAQ
1530,밀리의서재,18570.0,490.0,-2.57%,500.0,222214.0,1558.0,42.0,9.13,58.79,KOSDAQ
1531,엔젯,14780.0,950.0,-6.04%,500.0,121937.0,1555.0,53.0,31.05,10.01,KOSDAQ
1532,LB루셈,6290.0,30.0,+0.48%,500.0,6038.0,1547.0,129.0,285.91,5.21,KOSDAQ
1536,켐트로스,5820.0,80.0,-1.36%,100.0,39962.0,1546.0,44.0,47.32,3.96,KOSDAQ
1537,파로스아이바이오,11930.0,450.0,-3.63%,500.0,225306.0,1541.0,-106.0,-8.02,-73.85,KOSDAQ
1538,리파인,8880.0,220.0,-2.42%,100.0,117673.0,1539.0,179.0,7.64,11.81,KOSDAQ
1540,고바이오랩,8130.0,210.0,-2.52%,500.0,68983.0,1534.0,-203.0,-9.66,-20.41,KOSDAQ
1544,동구바이오제약,5390.0,100.0,-1.82%,500.0,62551.0,1534.0,170.0,22.46,4.05,KOSDAQ
1545,현대바이오랜드,10220.0,200.0,+2.00%,500.0,27319.0,1533.0,91.0,34.88,2.73,KOSDAQ
1546,레이언스,9240.0,80.0,-0.86%,500.0,11951.0,1533.0,254.0,7.67,8.67,KOSDAQ
1547,매커스,9480.0,60.0,+0.64%,500.0,46213.0,1532.0,315.0,6.75,10.31,KOSDAQ
1548,지투파워,8200.0,60.0,+0.74%,500.0,1422267.0,1528.0,2.0,62.12,2.07,KOSDAQ
1552,에브리봇,12530.0,440.0,-3.39%,500.0,348709.0,1528.0,62.0,44.91,8.55,KOSDAQ
1553,스맥,3895.0,370.0,-8.68%,500.0,4176025.0,1526.0,117.0,11.13,5.05,KOSDAQ
1554,오리콤,12730.0,800.0,-5.91%,1000.0,157997.0,1524.0,142.0,21.08,5.77,KOSDAQ
1555,퀀타피아,2870.0,180.0,+6.69%,500.0,1654663.0,1524.0,-122.0,-8.59,-27.5,KOSDAQ
1556,디케이티,8150.0,20.0,+0.25%,500.0,18062.0,1521.0,212.0,52.58,9.69,KOSDAQ
1561,다산네트웍스,3810.0,15.0,-0.39%,500.0,107846.0,1505.0,-6.0,5.63,30.08,KOSDAQ
1562,녹원씨엔아이,11540.0,0.0,0.00%,500.0,0.0,1504.0,-39.0,-4.95,-25.29,KOSDAQ
1563,씨씨에스,2680.0,155.0,-5.47%,500.0,3309431.0,1501.0,6.0,157.65,2.41,KOSDAQ
1564,인카금융서비스,14590.0,60.0,+0.41%,500.0,20336.0,1499.0,274.0,6.11,8.2,KOSDAQ
1565,동신건설,17820.0,130.0,+0.73%,500.0,40673.0,1497.0,14.0,16.8,5.47,KOSDAQ
1569,네오이뮨텍,1514.0,33.0,-2.13%,0.0,169494.0,1497.0,-524.0,-2.9,-38.98,KOSDAQ
1570,슈프리마,20750.0,150.0,+0.73%,500.0,19094.0,1493.0,179.0,10.62,9.67,KOSDAQ
1571,세종텔레콤,678.0,1.0,-0.15%,1000.0,115376.0,1492.0,-55.0,5.51,-8.06,KOSDAQ
1573,대원미디어,11790.0,110.0,-0.92%,500.0,38216.0,1483.0,143.0,64.43,4.05,KOSDAQ
1577,엑셈,2060.0,70.0,-3.29%,100.0,550497.0,1482.0,125.0,15.26,8.3,KOSDAQ
1578,심텍홀딩스,3065.0,310.0,+11.25%,500.0,16445472.0,1482.0,2999.0,-1.71,15.58,KOSDAQ
1579,삼보판지,9100.0,10.0,-0.11%,500.0,3713.0,1471.0,676.0,2.7,9.13,KOSDAQ
1580,라온피플,7050.0,90.0,-1.26%,500.0,80435.0,1469.0,24.0,-16.55,-0.58,KOSDAQ
1581,고스트스튜디오,10810.0,170.0,-1.55%,0.0,17441.0,1468.0,293.0,5.83,19.44,KOSDAQ
1585,보성파워텍,2980.0,25.0,-0.83%,500.0,540753.0,1464.0,-45.0,-20.27,-11.28,KOSDAQ
1586,KNN,1104.0,67.0,-5.72%,500.0,4595115.0,1462.0,67.0,18.1,3.32,KOSDAQ
1587,엑스게이트,5130.0,250.0,-4.65%,100.0,711521.0,1462.0,54.0,29.48,13.8,KOSDAQ
1588,케이엔제이,18320.0,50.0,+0.27%,500.0,20406.0,1456.0,133.0,15.18,9.86,KOSDAQ
1589,덴티스,9160.0,40.0,-0.43%,500.0,39876.0,1443.0,56.0,-63.61,0.25,KOSDAQ
1593,이루다,6970.0,170.0,-2.38%,500.0,158394.0,1436.0,83.0,19.15,9.72,KOSDAQ
1595,청담글로벌,6980.0,130.0,-1.83%,500.0,70679.0,1434.0,77.0,77.56,6.38,KOSDAQ
1596,더라미,3640.0,0.0,0.00%,500.0,0.0,1433.0,-32.0,-13.24,-15.62,KOSDAQ
1601,특수건설,8140.0,90.0,-1.09%,500.0,179802.0,1428.0,27.0,246.67,0.96,KOSDAQ
1602,케이엔더블유,8890.0,10.0,-0.11%,500.0,27470.0,1428.0,153.0,8.29,12.12,KOSDAQ
1603,헥토파이낸셜,15100.0,100.0,+0.67%,500.0,5801.0,1427.0,128.0,9.37,3.87,KOSDAQ
1604,풍국주정,11310.0,130.0,-1.14%,500.0,14035.0,1425.0,38.0,33.96,2.88,KOSDAQ
1605,모베이스전자,1938.0,42.0,-2.12%,500.0,362397.0,1419.0,439.0,12.58,0.96,KOSDAQ
1609,MDS테크,1613.0,4.0,+0.25%,200.0,1298117.0,1413.0,82.0,268.83,-3.91,KOSDAQ
1611,서울바이오시스,3695.0,15.0,-0.40%,500.0,23876.0,1412.0,-621.0,-1.32,-12.23,KOSDAQ
1612,에이티넘인베스트,2940.0,25.0,-0.84%,500.0,211533.0,1411.0,352.0,-30.31,14.34,KOSDAQ
1613,디에스케이,5190.0,60.0,+1.17%,500.0,26102.0,1403.0,-131.0,-32.04,-5.0,KOSDAQ
1618,덕우전자,8760.0,1150.0,+15.11%,500.0,4432823.0,1395.0,189.0,17.95,6.6,KOSDAQ
1620,공구우먼,6090.0,100.0,-1.62%,100.0,62973.0,1377.0,127.0,13.15,23.91,KOSDAQ
1621,CJ 바이오사이언스,15110.0,110.0,-0.72%,500.0,8996.0,1377.0,-332.0,-2.74,-33.61,KOSDAQ
1625,와이엔텍,7560.0,40.0,+0.53%,500.0,22263.0,1376.0,335.0,4.99,8.56,KOSDAQ
1626,엔피,3125.0,45.0,-1.42%,100.0,311291.0,1367.0,-10.0,-65.1,-2.3,KOSDAQ
1627,위더스제약,10360.0,210.0,+2.07%,200.0,961144.0,1367.0,49.0,84.92,2.08,KOSDAQ
1628,코렌텍,10690.0,90.0,-0.83%,500.0,12580.0,1364.0,58.0,31.91,1.82,KOSDAQ
1629,차백신연구소,5100.0,280.0,-5.20%,500.0,168845.0,1363.0,-65.0,-26.98,-10.63,KOSDAQ
1633,삼지전자,8340.0,120.0,-1.42%,500.0,28870.0,1361.0,885.0,2.62,8.62,KOSDAQ
1634,키이스트,6950.0,100.0,-1.42%,500.0,29891.0,1359.0,-24.0,-68.81,-2.23,KOSDAQ
1635,메가스터디,11380.0,10.0,+0.09%,500.0,10732.0,1357.0,122.0,6.96,4.97,KOSDAQ
1636,푸른저축은행,8980.0,70.0,-0.77%,1000.0,15950.0,1354.0,263.0,4.54,1.54,KOSDAQ
1637,웹케시,9900.0,0.0,0.00%,500.0,24728.0,1350.0,206.0,11.39,8.71,KOSDAQ
1642,인크로스,10460.0,40.0,-0.38%,500.0,24229.0,1343.0,196.0,8.72,6.6,KOSDAQ
1643,아스플로,10070.0,30.0,-0.30%,500.0,6992.0,1343.0,105.0,12.22,8.78,KOSDAQ
1644,테라젠이텍스,4110.0,40.0,-0.96%,500.0,96393.0,1335.0,103.0,31.14,3.67,KOSDAQ
1645,풍원정밀,6320.0,80.0,-1.25%,500.0,29762.0,1330.0,8.0,-47.16,7.49,KOSDAQ
1646,엠투아이,7850.0,80.0,-1.01%,100.0,36769.0,1328.0,117.0,18.26,13.69,KOSDAQ
1650,화일약품,1994.0,31.0,-1.53%,500.0,307270.0,1327.0,48.0,249.25,-3.33,KOSDAQ
1651,APS,6500.0,40.0,-0.61%,500.0,16440.0,1326.0,-153.0,19.06,1.81,KOSDAQ
1652,플래스크,1005.0,9.0,+0.90%,500.0,358856.0,1323.0,-135.0,-4.1,-22.47,KOSDAQ
1653,초록뱀미디어,5400.0,0.0,0.00%,5000.0,0.0,1321.0,56.0,-5.21,-9.78,KOSDAQ
1654,고려신용정보,9230.0,40.0,-0.43%,500.0,38253.0,1320.0,120.0,10.67,12.56,KOSDAQ
1659,우주일렉트로,13830.0,70.0,-0.50%,500.0,12107.0,1318.0,178.0,43.63,4.28,KOSDAQ
1660,SCI평가정보,3700.0,5.0,-0.13%,500.0,116378.0,1314.0,46.0,-308.33,6.1,KOSDAQ
1661,큐라클,9480.0,360.0,-3.66%,500.0,31991.0,1313.0,-120.0,-15.44,-18.82,KOSDAQ
1662,와이랩,8190.0,340.0,-3.99%,500.0,119278.0,1312.0,-4.0,-178.04,-2.62,KOSDAQ
1666,삼보모터스,5760.0,30.0,+0.52%,500.0,152404.0,1310.0,229.0,3.88,2.58,KOSDAQ
1667,오이솔루션,12290.0,240.0,-1.92%,500.0,8393.0,1306.0,-87.0,-6.85,-3.07,KOSDAQ
1668,우리산업,14280.0,80.0,-0.56%,500.0,23940.0,1304.0,-247.0,-47.13,-7.45,KOSDAQ
1669,하이로닉,8500.0,240.0,-2.75%,100.0,105704.0,1304.0,36.0,236.11,4.47,KOSDAQ
1670,휴맥스,2965.0,25.0,-0.84%,500.0,59084.0,1304.0,-53.0,-2.63,-5.17,KOSDAQ
1674,레드캡투어,15170.0,30.0,-0.20%,500.0,2104.0,1303.0,363.0,7.94,3.82,KOSDAQ
1675,나우IB,1360.0,84.0,-5.82%,500.0,1057391.0,1302.0,111.0,22.3,6.22,KOSDAQ
1676,한국경제TV,5660.0,50.0,-0.88%,500.0,8257.0,1302.0,84.0,11.57,7.16,KOSDAQ
1677,메디아나,8130.0,160.0,+2.01%,500.0,1178085.0,1301.0,106.0,11.14,10.95,KOSDAQ
1678,인피니트헬스케어,5330.0,80.0,-1.48%,500.0,60870.0,1300.0,77.0,10.94,0.11,KOSDAQ
1683,엑시콘,11980.0,140.0,-1.16%,500.0,43403.0,1300.0,103.0,11.54,9.42,KOSDAQ
1684,오리엔탈정공,2850.0,55.0,-1.89%,500.0,63698.0,1299.0,92.0,14.47,4.48,KOSDAQ
1685,동아화성,8220.0,200.0,+2.49%,500.0,268169.0,1299.0,144.0,19.9,5.59,KOSDAQ
1686,미스터블루,1736.0,37.0,-2.09%,100.0,353683.0,1298.0,74.0,41.33,2.89,KOSDAQ
1690,안트로젠,13290.0,290.0,-2.14%,500.0,9377.0,1293.0,-46.0,-40.03,-5.24,KOSDAQ
1691,엔바이오니아,15490.0,60.0,-0.39%,500.0,9289.0,1293.0,-7.0,-38.82,0.19,KOSDAQ
1692,뉴프렉스,5280.0,90.0,-1.68%,500.0,369340.0,1291.0,179.0,-440.0,8.48,KOSDAQ
1693,아모센스,11470.0,280.0,-2.38%,500.0,60752.0,1287.0,9.0,-337.35,-1.08,KOSDAQ
1694,우리바이오,2655.0,145.0,-5.18%,500.0,636737.0,1286.0,344.0,9.94,4.11,KOSDAQ
1699,대성창투,2375.0,10.0,-0.42%,500.0,371932.0,1282.0,10.0,-46.57,1.28,KOSDAQ
1700,SBI인베스트먼트,789.0,0.0,0.00%,500.0,361248.0,1279.0,-150.0,-35.86,-10.98,KOSDAQ
